region_id	chr	start_grch37	end_grch37	start_grch38	end_grch38	ancestry	source_trait	lead_variant	parent_region_id	subregion_index	n_subregions	core_start_grch38	core_end_grch38	window_start_grch38	window_end_grch38	buffer_bp	radius_bp	region_class	liftover_status
m2_region_00014	1	241697031	250174682	241533731	248945483	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	241533731	248945483	241533731	248945483	7911752	7911752	medium	multi-segment
m2_region_00015	10	0	10811702	14060	10769739	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	14060	10769739	14060	10769739	11255679	11255679	medium	multi-segment
m2_region_00015	10	0	10811702	14060	10769739	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	14060	10769739	14060	10769739	11255679	11255679	medium	multi-segment
m2_region_00016	10	11227580	37695156	11185617	37406228	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	11185617	37406228	11185617	37406228	26720611	26720611	large	primary
m2_region_00016	10	11227580	37695156	11185617	37406228	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	11185617	37406228	11185617	37406228	26720611	26720611	large	primary
m2_region_00017	10	38097912	40097912	37808984	38861781	AFR	joint.EUR	nan		-1	1	37808984	38861781	37808984	38861781	1552797	1552797	small	multi-segment
m2_region_00017	10	38097912	40097912	37808984	38861781	EUR	joint.EUR	nan		-1	1	37808984	38861781	37808984	38861781	1552797	1552797	small	multi-segment
m2_region_00018	10	42264591	47100529	41884616	46449233	AFR	hdl.AFR.GLGC.2021.AFR	nan		-1	1	41884616	46449233	41884616	46449233	5064617	5064617	small	multi-segment
m2_region_00018	10	42264591	47100529	41884616	46449233	EUR	hdl.EUR.GLGC.2021.EUR	nan		-1	1	41884616	46449233	41884616	46449233	5064617	5064617	small	multi-segment
m2_region_00019	10	47631327	57673719	46260091	55913959	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	46260091	55913959	46260091	55913959	10153868	10153868	medium	primary
m2_region_00019	10	47631327	57673719	46260091	55913959	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	46260091	55913959	46260091	55913959	10153868	10153868	medium	primary
m2_region_00020	10	58387880	68772068	56628120	67012310	AFR	tg.AFR.GLGC.2021.AFR	nan		-1	1	56628120	67012310	56628120	67012310	10884190	10884190	medium	primary
m2_region_00020	10	58387880	68772068	56628120	67012310	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	56628120	67012310	56628120	67012310	10884190	10884190	medium	primary
m2_region_00021	10	68902549	85279949	67142791	83520193	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	67142791	83520193	67142791	83520193	16877402	16877402	medium	primary
m2_region_00021	10	68902549	85279949	67142791	83520193	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	67142791	83520193	67142791	83520193	16877402	16877402	medium	primary
m2_region_00022	10	85439849	110470411	83680093	108710653	AFR	tc.AFR.GLGC.2021.AFR	nan		-1	1	83680093	108710653	83680093	108710653	25530560	25530560	large	primary
m2_region_00022	10	85439849	110470411	83680093	108710653	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	83680093	108710653	83680093	108710653	25530560	25530560	large	primary
m2_region_00023	10	110861054	132431682	109101296	130633418	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	109101296	130633418	109101296	130633418	22032122	22032122	medium	primary
m2_region_00023	10	110861054	132431682	109101296	130633418	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	109101296	130633418	109101296	130633418	22032122	22032122	medium	primary
m2_region_00024	10	132729749	136440683	130931486	133787358	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	130931486	133787358	130931486	133787358	3355872	3355872	small	multi-segment
m2_region_00024	10	132729749	136440683	130931486	133787358	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	130931486	133787358	130931486	133787358	3355872	3355872	small	multi-segment
m2_region_00025	11	0	19808557	60000	19787011	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	60000	19787011	60000	19787011	20227011	20227011	medium	multi-segment
m2_region_00025	11	0	19808557	60000	19787011	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	60000	19787011	60000	19787011	20227011	20227011	medium	multi-segment
m2_region_00026	11	19959394	23501446	19937848	23479900	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	19937848	23479900	19937848	23479900	4042052	4042052	small	primary
m2_region_00026	11	19959394	23501446	19937848	23479900	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	19937848	23479900	19937848	23479900	4042052	4042052	small	primary
m2_region_00027	11	23665330	40523589	23643784	40502039	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	23643784	40502039	23643784	40502039	17358255	17358255	medium	primary
m2_region_00027	11	23665330	40523589	23643784	40502039	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	23643784	40502039	23643784	40502039	17358255	17358255	medium	primary
m2_region_00028	11	40849393	52518261	40827843	54526019	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	40827843	54526019	40827843	54526019	14198176	14198176	medium	multi-segment
m2_region_00028	11	40849393	52518261	40827843	54526019	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	40827843	54526019	40827843	54526019	14198176	14198176	medium	multi-segment
m2_region_00029	11	53850165	80313625	54927691	80602581	AFR	hdl.AFR.GLGC.2021.AFR	nan		-1	1	54927691	80602581	54927691	80602581	26174890	26174890	large	multi-segment
m2_region_00029	11	53850165	80313625	54927691	80602581	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	54927691	80602581	54927691	80602581	26174890	26174890	large	multi-segment
m2_region_00030	11	81241487	83443417	81530445	83732374	AFR	joint.AFR	nan		-1	1	81530445	83732374	81530445	83732374	2701929	2701929	small	primary
m2_region_00030	11	81241487	83443417	81530445	83732374	EUR	joint.AFR	nan		-1	1	81530445	83732374	81530445	83732374	2701929	2701929	small	primary
m2_region_00031	11	83814393	86448905	84103350	86737863	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	84103350	86737863	84103350	86737863	3134513	3134513	small	primary
m2_region_00031	11	83814393	86448905	84103350	86737863	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	84103350	86737863	84103350	86737863	3134513	3134513	small	primary
m2_region_00032	11	86459879	91494720	86748837	91761554	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	86748837	91761554	86748837	91761554	5512717	5512717	medium	primary
m2_region_00032	11	86459879	91494720	86748837	91761554	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	86748837	91761554	86748837	91761554	5512717	5512717	medium	primary
m2_region_00033	11	91652638	94221105	91919472	94487939	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	91919472	94487939	91919472	94487939	3068467	3068467	small	primary
m2_region_00033	11	91652638	94221105	91919472	94487939	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	91919472	94487939	91919472	94487939	3068467	3068467	small	primary
m2_region_00034	11	94299962	104871404	94566796	105000677	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	94566796	105000677	94566796	105000677	10933881	10933881	medium	primary
m2_region_00034	11	94299962	104871404	94566796	105000677	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	94566796	105000677	94566796	105000677	10933881	10933881	medium	primary
m2_region_00035	11	105492521	108347234	105621794	108476507	AFR	cad.TRANS.Aragam.2022.TRANS	nan		-1	1	105621794	108476507	105621794	108476507	3354713	3354713	small	primary
m2_region_00035	11	105492521	108347234	105621794	108476507	EUR	sbp.EUR.Evangelou-ICBP-UKBB.2018.EUR	nan		-1	1	105621794	108476507	105621794	108476507	3354713	3354713	small	primary
m2_region_00036	11	108926440	135601012	109055713	135076118	AFR	hdl.AFR.GLGC.2021.AFR	nan		-1	1	109055713	135076118	109055713	135076118	26520405	26520405	large	multi-segment
m2_region_00036	11	108926440	135601012	109055713	135076118	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	109055713	135076118	109055713	135076118	26520405	26520405	large	multi-segment
m2_region_00037	12	0	7885229	45738	7732633	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	45738	7732633	45738	7732633	8186895	8186895	medium	multi-segment
m2_region_00037	12	0	7885229	45738	7732633	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	45738	7732633	45738	7732633	8186895	8186895	medium	multi-segment
m2_region_00038	12	9043518	30534209	8890922	30381276	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	8890922	30381276	8890922	30381276	21990354	21990354	medium	primary
m2_region_00038	12	9043518	30534209	8890922	30381276	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	8890922	30381276	8890922	30381276	21990354	21990354	medium	primary
m2_region_00039	12	30908357	35756688	30755423	34703753	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	30755423	34703753	30755423	34703753	4448330	4448330	small	multi-segment
m2_region_00039	12	30908357	35756688	30755423	34703753	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	30755423	34703753	30755423	34703753	4448330	4448330	small	multi-segment
m2_region_00040__sub00	12	37729542	126774248	37463740	45398515	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00040	0	18	37463740	42398515	37463740	45398515	3000000	3000000	medium	multi-segment
m2_region_00040__sub00	12	37729542	126774248	37463740	47398515	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00040	0	18	37463740	42398515	37463740	47398515	5000000	5000000	medium	multi-segment
m2_region_00040__sub01	12	37729542	126774248	39398515	50333290	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00040	1	18	42398515	47333290	39398515	50333290	3000000	3000000	medium	multi-segment
m2_region_00040__sub01	12	37729542	126774248	37463740	52333290	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00040	1	18	42398515	47333290	37463740	52333290	5000000	5000000	medium	multi-segment
m2_region_00040__sub02	12	37729542	126774248	44333290	55268065	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00040	2	18	47333290	52268065	44333290	55268065	3000000	3000000	medium	multi-segment
m2_region_00040__sub02	12	37729542	126774248	42333290	57268065	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00040	2	18	47333290	52268065	42333290	57268065	5000000	5000000	medium	multi-segment
m2_region_00040__sub03	12	37729542	126774248	49268065	60202840	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00040	3	18	52268065	57202840	49268065	60202840	3000000	3000000	medium	multi-segment
m2_region_00040__sub03	12	37729542	126774248	47268065	62202840	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00040	3	18	52268065	57202840	47268065	62202840	5000000	5000000	medium	multi-segment
m2_region_00040__sub04	12	37729542	126774248	54202840	65137615	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00040	4	18	57202840	62137615	54202840	65137615	3000000	3000000	medium	multi-segment
m2_region_00040__sub04	12	37729542	126774248	52202840	67137615	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00040	4	18	57202840	62137615	52202840	67137615	5000000	5000000	medium	multi-segment
m2_region_00040__sub05	12	37729542	126774248	59137615	70072390	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00040	5	18	62137615	67072390	59137615	70072390	3000000	3000000	medium	multi-segment
m2_region_00040__sub05	12	37729542	126774248	57137615	72072390	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00040	5	18	62137615	67072390	57137615	72072390	5000000	5000000	medium	multi-segment
m2_region_00040__sub06	12	37729542	126774248	64072390	75007165	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00040	6	18	67072390	72007165	64072390	75007165	3000000	3000000	medium	multi-segment
m2_region_00040__sub06	12	37729542	126774248	62072390	77007165	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00040	6	18	67072390	72007165	62072390	77007165	5000000	5000000	medium	multi-segment
m2_region_00040__sub07	12	37729542	126774248	69007165	79941940	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00040	7	18	72007165	76941940	69007165	79941940	3000000	3000000	medium	multi-segment
m2_region_00040__sub07	12	37729542	126774248	67007165	81941940	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00040	7	18	72007165	76941940	67007165	81941940	5000000	5000000	medium	multi-segment
m2_region_00040__sub08	12	37729542	126774248	73941940	84876715	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00040	8	18	76941940	81876715	73941940	84876715	3000000	3000000	medium	multi-segment
m2_region_00040__sub08	12	37729542	126774248	71941940	86876715	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00040	8	18	76941940	81876715	71941940	86876715	5000000	5000000	medium	multi-segment
m2_region_00040__sub09	12	37729542	126774248	78876715	89811490	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00040	9	18	81876715	86811490	78876715	89811490	3000000	3000000	medium	multi-segment
m2_region_00040__sub09	12	37729542	126774248	76876715	91811490	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00040	9	18	81876715	86811490	76876715	91811490	5000000	5000000	medium	multi-segment
m2_region_00040__sub10	12	37729542	126774248	83811490	94746265	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00040	10	18	86811490	91746265	83811490	94746265	3000000	3000000	medium	multi-segment
m2_region_00040__sub10	12	37729542	126774248	81811490	96746265	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00040	10	18	86811490	91746265	81811490	96746265	5000000	5000000	medium	multi-segment
m2_region_00040__sub11	12	37729542	126774248	88746265	99681040	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00040	11	18	91746265	96681040	88746265	99681040	3000000	3000000	medium	multi-segment
m2_region_00040__sub11	12	37729542	126774248	86746265	101681040	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00040	11	18	91746265	96681040	86746265	101681040	5000000	5000000	medium	multi-segment
m2_region_00040__sub12	12	37729542	126774248	93681040	104615815	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00040	12	18	96681040	101615815	93681040	104615815	3000000	3000000	medium	multi-segment
m2_region_00040__sub12	12	37729542	126774248	91681040	106615815	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00040	12	18	96681040	101615815	91681040	106615815	5000000	5000000	medium	multi-segment
m2_region_00040__sub13	12	37729542	126774248	98615815	109550590	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00040	13	18	101615815	106550590	98615815	109550590	3000000	3000000	medium	multi-segment
m2_region_00040__sub13	12	37729542	126774248	96615815	111550590	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00040	13	18	101615815	106550590	96615815	111550590	5000000	5000000	medium	multi-segment
m2_region_00040__sub14	12	37729542	126774248	103550590	114485365	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00040	14	18	106550590	111485365	103550590	114485365	3000000	3000000	medium	multi-segment
m2_region_00040__sub14	12	37729542	126774248	101550590	116485365	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00040	14	18	106550590	111485365	101550590	116485365	5000000	5000000	medium	multi-segment
m2_region_00040__sub15	12	37729542	126774248	108485365	119420140	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00040	15	18	111485365	116420140	108485365	119420140	3000000	3000000	medium	multi-segment
m2_region_00040__sub15	12	37729542	126774248	106485365	121420140	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00040	15	18	111485365	116420140	106485365	121420140	5000000	5000000	medium	multi-segment
m2_region_00040__sub16	12	37729542	126774248	113420140	124354915	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00040	16	18	116420140	121354915	113420140	124354915	3000000	3000000	medium	multi-segment
m2_region_00040__sub16	12	37729542	126774248	111420140	126289702	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00040	16	18	116420140	121354915	111420140	126289702	5000000	5000000	medium	multi-segment
m2_region_00040__sub17	12	37729542	126774248	118354915	126289702	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00040	17	18	121354915	126289702	118354915	126289702	3000000	3000000	medium	multi-segment
m2_region_00040__sub17	12	37729542	126774248	116354915	126289702	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00040	17	18	121354915	126289702	116354915	126289702	5000000	5000000	medium	multi-segment
m2_region_00041	12	126851840	128851840	126367294	128367295	AFR	joint.AFR	nan		-1	1	126367294	128367295	126367294	128367295	2500001	2500001	small	primary
m2_region_00041	12	126851840	128851840	126367294	128367295	EUR	joint.AFR	nan		-1	1	126367294	128367295	126367294	128367295	2500001	2500001	small	primary
m2_region_00042	12	129075188	134458175	128590643	133264589	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	128590643	133264589	128590643	133264589	5173946	5173946	small	multi-segment
m2_region_00042	12	129075188	134458175	128590643	133264589	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	128590643	133264589	128590643	133264589	5173946	5173946	small	multi-segment
m2_region_00043	13	18842852	44340605	18446711	43766469	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	18446711	43766469	18446711	43766469	25819758	25819758	large	multi-segment
m2_region_00043	13	18842852	44340605	18446711	43766469	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	18446711	43766469	18446711	43766469	25819758	25819758	large	multi-segment
m2_region_00044	13	44495991	48212722	43921855	47638587	AFR	hdl.EUR.GLGC.2021.EUR	nan		-1	1	43921855	47638587	43921855	47638587	4216732	4216732	small	primary
m2_region_00044	13	44495991	48212722	43921855	47638587	EUR	hdl.EUR.GLGC.2021.EUR	nan		-1	1	43921855	47638587	43921855	47638587	4216732	4216732	small	primary
m2_region_00045	13	48493085	70652578	47918950	70078446	AFR	bmi.AFR.PAGE.2019.AFR	nan		-1	1	47918950	70078446	47918950	70078446	22659496	22659496	medium	primary
m2_region_00045	13	48493085	70652578	47918950	70078446	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	47918950	70078446	47918950	70078446	22659496	22659496	medium	primary
m2_region_00046	13	71348768	93019926	70774636	92367673	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	70774636	92367673	70774636	92367673	22093037	22093037	medium	primary
m2_region_00046	13	71348768	93019926	70774636	92367673	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	70774636	92367673	70774636	92367673	22093037	22093037	medium	primary
m2_region_00047	13	93062095	100216302	92409842	99564048	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	92409842	99564048	92409842	99564048	7654206	7654206	medium	primary
m2_region_00047	13	93062095	100216302	92409842	99564048	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	92409842	99564048	92409842	99564048	7654206	7654206	medium	primary
m2_region_00048	13	100561428	116103150	99909174	114343675	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	99909174	114343675	99909174	114343675	14934501	14934501	medium	multi-segment
m2_region_00048	13	100561428	116103150	99909174	114343675	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	99909174	114343675	99909174	114343675	14934501	14934501	medium	multi-segment
m2_region_00049	14	19983335	26928179	19397402	26458973	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	19397402	26458973	19397402	26458973	7561571	7561571	medium	primary
m2_region_00049	14	19983335	26928179	19397402	26458973	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	19397402	26458973	19397402	26458973	7561571	7561571	medium	primary
m2_region_00050	14	27092797	42573132	26623591	42103929	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	26623591	42103929	26623591	42103929	15980338	15980338	medium	primary
m2_region_00050	14	27092797	42573132	26623591	42103929	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	26623591	42103929	26623591	42103929	15980338	15980338	medium	primary
m2_region_00051	14	43447955	45641685	42978752	45172482	AFR	joint.AFR	nan		-1	1	42978752	45172482	42978752	45172482	2693730	2693730	small	primary
m2_region_00051	14	43447955	45641685	42978752	45172482	EUR	joint.AFR	nan		-1	1	42978752	45172482	42978752	45172482	2693730	2693730	small	primary
m2_region_00052	14	46367616	49473706	45898413	49004503	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	45898413	49004503	45898413	49004503	3606090	3606090	small	primary
m2_region_00052	14	46367616	49473706	45898413	49004503	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	45898413	49004503	45898413	49004503	3606090	3606090	small	primary
m2_region_00053	14	49655357	56257590	49188639	55790872	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	49188639	55790872	49188639	55790872	7102233	7102233	medium	primary
m2_region_00053	14	49655357	56257590	49188639	55790872	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	49188639	55790872	49188639	55790872	7102233	7102233	medium	primary
m2_region_00054	14	57015648	66932597	56548930	66465879	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	56548930	66465879	56548930	66465879	10416949	10416949	medium	primary
m2_region_00054	14	57015648	66932597	56548930	66465879	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	56548930	66465879	56548930	66465879	10416949	10416949	medium	primary
m2_region_00055	14	67025448	84454485	66558730	83988141	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	66558730	83988141	66558730	83988141	17929411	17929411	medium	primary
m2_region_00055	14	67025448	84454485	66558730	83988141	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	66558730	83988141	66558730	83988141	17929411	17929411	medium	primary
m2_region_00056	14	84984525	108257541	84518181	106880334	AFR	hdl.AFR.GLGC.2021.AFR	nan		-1	1	84518181	106880334	84518181	106880334	22862153	22862153	medium	multi-segment
m2_region_00056	14	84984525	108257541	84518181	106880334	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	84518181	106880334	84518181	106880334	22862153	22862153	medium	multi-segment
